iter	Logloss
452	0.1035005472
453	0.103424124
454	0.1032741999
455	0.1031320604
456	0.1029713776
457	0.1028314429
458	0.1026680122
459	0.102529293
460	0.1024402424
461	0.1023504548
462	0.1022227918
463	0.1021732718
464	0.1020970361
465	0.1019941686
466	0.1018457445
467	0.1017140017
468	0.1016329426
469	0.1015545732
470	0.1014362012
471	0.1013344587
472	0.101281596
473	0.10107107
474	0.1009583166
475	0.1009286331
476	0.1008242397
477	0.1006893611
478	0.1005510104
479	0.1004412506
480	0.1003493487
481	0.1002975141
482	0.100215789
483	0.1001123331
484	0.1000155562
485	0.09992008533
486	0.0998082953
487	0.09970566055
488	0.09954910925
489	0.0993599132
490	0.09922988374
491	0.09913935257
492	0.099045608
493	0.0988608926
494	0.09876233117
495	0.09871601816
496	0.09866177834
497	0.09858657061
498	0.09850700508
499	0.0983835382
500	0.09827485165
501	0.09816974058
502	0.09805392249
503	0.09796712843
504	0.0979095459
505	0.09775182433
506	0.097615478
507	0.09757383961
508	0.09753306761
509	0.0973552122
510	0.09730405646
511	0.09721331839
512	0.09714237795
513	0.09707442461
514	0.09699122542
515	0.09689945286
516	0.09678272959
517	0.09668337289
518	0.09662942401
519	0.09652034953
520	0.09642837654
521	0.09634977438
522	0.09621949277
523	0.09608888788
524	0.09600864992
525	0.0959400371
526	0.09587853642
527	0.09581371889
528	0.09573701762
529	0.0957017349
530	0.09562963065
531	0.09557231968
532	0.09549053645
533	0.09537710416
534	0.09525632697
535	0.09515146805
536	0.09507110078
537	0.09498897488
538	0.09492800438
539	0.09487642838
540	0.09475715767
541	0.09464988062
542	0.09461033708
543	0.09454237081
544	0.09434796349
545	0.09429517196
546	0.09426135047
547	0.09420150498
548	0.09411749112
549	0.09395933636
550	0.09383901176
551	0.09375359487
552	0.09366050332
553	0.09360698765
554	0.09344501172
555	0.09339330641
556	0.09324373148
557	0.0931990672
558	0.09311833786
559	0.0930546906
560	0.0930227506
561	0.09290038287
562	0.09276743743
563	0.0926882469
564	0.09261190123
565	0.09252170627
566	0.09243355444
567	0.09240076097
568	0.09228974035
569	0.09220614676
570	0.09206539089
571	0.09200012724
572	0.09189043853
573	0.0917874805
574	0.09170200542
575	0.0916073686
576	0.0915857994
577	0.09153314364
578	0.09146197044
579	0.09135636152
580	0.09125300262
581	0.09115322566
582	0.09112007012
583	0.0910549875
584	0.09098689192
585	0.09092632876
586	0.09079715276
587	0.09072881149
588	0.09068087562
589	0.0905962152
590	0.09049879818
591	0.0904166852
592	0.0903621221
593	0.09027440346
594	0.09022164426
595	0.09018241106
596	0.09015001847
597	0.09001350403
598	0.08993238029
599	0.08988913197
600	0.08985273717
601	0.08977268025
602	0.08963176921
603	0.0895724927
604	0.08950544454
605	0.089437905
606	0.08937825348
607	0.08930117074
608	0.08923059237
609	0.08916256791
610	0.08906131033
611	0.08902472157
612	0.08899351864
613	0.0889511561
614	0.08889326322
615	0.08882006629
616	0.08874875085
617	0.08869273299
618	0.08859882678
619	0.08857421875
620	0.08850709947
621	0.08840213711
622	0.08832996174
623	0.08826479508
624	0.08821020611
625	0.08813208887
626	0.08808071977
627	0.08801383972
628	0.08793155864
629	0.08790821787
630	0.08784759651
631	0.08779748173
632	0.08771469633
633	0.08764671714
634	0.08757564739
635	0.08751787089
636	0.087462047
637	0.08739801827
638	0.08730188143
639	0.08723522768
640	0.08718569481
641	0.08716614287
642	0.08711819406
643	0.0869910418
644	0.08690219168
645	0.086840316
646	0.08681786101
647	0.08676060175
648	0.0867271682
649	0.08664753801
650	0.08654051959
651	0.08646756188
652	0.08637276342
653	0.08626688294
654	0.08614057121
655	0.08609946299
656	0.08603939768
657	0.08599199198
658	0.08592943095
659	0.08589255123
660	0.08584491924
661	0.08573442233
662	0.08568949295
663	0.08565932452
664	0.08562528319
665	0.08552463984
666	0.08543904191
667	0.08538819652
668	0.08533915504
669	0.08526569948
670	0.08520765143
671	0.08511625387
672	0.08503194259
673	0.08499217922
674	0.08491151454
675	0.0848561691
676	0.08471712015
677	0.08458135573
678	0.08447440196
679	0.08439716404
680	0.08437768968
681	0.08431007256
682	0.08422347247
683	0.08415378635
684	0.08404064502
685	0.08397786415
686	0.08384641227
687	0.08380512949
688	0.08374780558
689	0.08370762841
690	0.08368670577
691	0.08362620725
692	0.08353320623
693	0.08345937567
694	0.08340605396
695	0.08336055562
696	0.08326190367
697	0.08321339235
698	0.08314783129
699	0.08308621423
700	0.08304327625
701	0.08300729525
702	0.08296895431
703	0.08292604867
704	0.08286017078
705	0.082818888
706	0.08274536133
707	0.08268184339
708	0.08262049788
709	0.08250324443
710	0.08243523291
711	0.08239139622
712	0.08233271453
713	0.08226211031
714	0.0822039588
715	0.08216135057
716	0.08210184776
717	0.08206211025
718	0.08202615512
719	0.08193458945
720	0.08181668298
721	0.08172214314
722	0.081676981
723	0.08162674985
724	0.08153874026
725	0.08149992733
726	0.0813895274
727	0.08137291084
728	0.08133903115
729	0.08125021983
730	0.08113365173
731	0.08111754595
732	0.08101507284
733	0.08095819506
734	0.08089019646
735	0.08081849955
736	0.08075020354
737	0.08066132109
738	0.08060525797
739	0.08051442938
740	0.08045942016
741	0.08041423216
742	0.08033806752
743	0.08028220484
744	0.08024699324
745	0.08021288726
746	0.0801179013
747	0.08008524361
748	0.08005113763
749	0.08000507678
750	0.07998545372
751	0.07991957584
752	0.07980993885
753	0.07972956512
754	0.07970914679
755	0.07964463315
756	0.0795395932
757	0.07950082553
758	0.07945538537
759	0.07941633321
760	0.07939682007
761	0.0793650223
762	0.07925943924
763	0.07924053386
764	0.07914139053
765	0.0790941594
766	0.07906011808
767	0.07902802936
768	0.07894387973
769	0.07891297421
770	0.07880898815
771	0.078731511
772	0.07869593733
773	0.07859526812
774	0.07856520313
775	0.0785052542
776	0.0784750211
777	0.07842530073
778	0.07831106671
779	0.0782277382
780	0.0782097768
781	0.07816912118
782	0.07808387886
783	0.07799237785
784	0.07790246091
785	0.07787317826
786	0.0778519
787	0.07778907388
788	0.07767987009
789	0.07763836101
790	0.07756648953
791	0.07753039861
792	0.07747334626
793	0.07740234763
794	0.07736742699
795	0.07727111558
796	0.07723733934
797	0.07721685636
798	0.07718851768
799	0.07715826519
800	0.07708927736
801	0.07698289257
802	0.07688907041
803	0.07677344629
804	0.07669548423
805	0.07664127027
806	0.07655969393
807	0.07647522749
808	0.07644415387
809	0.07643331107
810	0.0763747587
811	0.07634788772
812	0.07626728769
813	0.07616987067
814	0.07611121485
815	0.07602305008
816	0.07599579763
817	0.07594876047
818	0.07591613511
819	0.07586435221
820	0.07581236888
821	0.07573182704
822	0.07564158036
823	0.07563105438
824	0.07558564655
825	0.07551011554
826	0.07543369875
827	0.07534788099
828	0.07525222261
829	0.07517784895
830	0.07509652477
831	0.07506682186
832	0.07499542883
833	0.07495277534
834	0.07489868423
835	0.07485496392
836	0.07477811393
837	0.07468646421
838	0.07462535793
839	0.0746155949
840	0.07458291781
841	0.07449569056
842	0.07441564657
843	0.07439036612
844	0.07434535916
845	0.07431428554
846	0.07419952134
847	0.07411264323
848	0.07408429809
849	0.07405295938
850	0.07402651512
851	0.07395920834
852	0.07392971233
853	0.07385280415
854	0.073809711
855	0.07371976174
856	0.07367809748
857	0.07361293728
858	0.073515475
859	0.07349126783
860	0.07341847177
861	0.07335613057
862	0.07329589714
863	0.07324933844
864	0.07322591361
865	0.07319184643
866	0.07311895338
867	0.07306111223
868	0.07303376279
869	0.07295669297
870	0.07285202802
871	0.07278660273
872	0.07268740121
873	0.07265852589
874	0.07261658361
875	0.07255800538
876	0.07253941035
877	0.07248813177
878	0.07244225195
879	0.07236923606
880	0.07230678494
881	0.07221300157
882	0.0721728438
883	0.07209575459
884	0.07205690287
885	0.07198738486
886	0.07196331994
887	0.07186403436
888	0.0718512325
889	0.07180785486
890	0.07175843837
891	0.07170123084
892	0.07164445651
893	0.07160396253
894	0.07152261249
895	0.07148264869
896	0.07140774484
897	0.07133339058
898	0.07123836582
899	0.07121013059
900	0.0711131209
901	0.07107609894
902	0.07104827752
903	0.07100471238
904	0.07095749419
905	0.07091377388
906	0.0708988319
907	0.07085291976
908	0.07076792959
909	0.07070201292
910	0.07065758786
911	0.07056354587
912	0.07049792015
913	0.07048635321
914	0.07042536331
915	0.07033516835
916	0.07024578806
917	0.07019712157
918	0.07017561056
919	0.07016787125
920	0.0701297954
921	0.07009553424
922	0.07004763716
923	0.06995276112
924	0.06989117639
925	0.06982047517
926	0.06978383468
927	0.06973026082
928	0.06963967792
929	0.06961449445
930	0.06952477795
931	0.0694544582
932	0.06941418405
933	0.06938128714
934	0.06933915736
935	0.06928560936
936	0.06926011554
937	0.0692227897
938	0.06916247869
939	0.06912154505
940	0.06909039384
941	0.06901743614
942	0.06895647211
943	0.06888407044
944	0.06880937997
945	0.06870053825
946	0.06859583451
947	0.06852865704
948	0.06851661811
949	0.06849569547
950	0.06841010401
951	0.06836693974
952	0.06834215067
953	0.06830131401
954	0.06828121897
955	0.06822029372
956	0.0681676703
957	0.06814094156
958	0.06809577295
959	0.06804643405
960	0.06800138829
961	0.06796581462
962	0.06794231867
963	0.0678609945
964	0.06779148942
965	0.06776135331
966	0.06771229243
967	0.06763004368
968	0.06754922382
969	0.06746718843
970	0.06744881323
971	0.06738207542
972	0.06728814982
973	0.06721407357
974	0.06712884418
975	0.06709972963
976	0.06706147275
977	0.06703749188
978	0.06693856191
979	0.0669280424
980	0.06688974671
981	0.06686458264
982	0.06680595269
983	0.0667303247
984	0.06671930087
985	0.06669489327
986	0.06666712357
987	0.06660484702
988	0.0665624069
989	0.06652389785
990	0.06646855241
991	0.06641019401
992	0.0663149171
993	0.06623346361
994	0.06618966571
995	0.06615308341
996	0.0660962121
997	0.06605871168
998	0.06599011825
999	0.06595390449
